,imageName,imageNumber,symmetrical,symResponse,symResponseBinom,symResponseCorrect,solveSymRT,symYesNoRT,setSize,setNumber,trialPerSet,redSquarePos,redSquareNumber,squareRecall,squareCorrectCount,percentCorrectSym,totalSymErrorsInSet
1,/Users/shlab/Documents/GitHub/rcs/wmTask/symspan/symBitmaps/symm22.bmp,22,1.0,Yes,1,1,1.0569745629982208,1.0302502819977235,2,0,0,"[-184.32, 184.32000000000002]","[0, 6]",,,,
2,/Users/shlab/Documents/GitHub/rcs/wmTask/symspan/symBitmaps/symm26.bmp,26,0.0,No,0,1,3.034026150002319,0.9524161290028132,2,0,1,"[61.44, 61.44]","[0, 6]","['6', '9']",0,100.0,0.0
3,/Users/shlab/Documents/GitHub/rcs/wmTask/symspan/symBitmaps/symm36.bmp,36,0.0,No,0,1,2.4511743370021577,1.4325727800023742,2,1,0,"[61.44, 61.44]","[6, 5]",,,,
4,/Users/shlab/Documents/GitHub/rcs/wmTask/symspan/symBitmaps/symm46.bmp,46,0.0,No,0,1,0.7057189000042854,0.5672799259991734,2,1,1,"[-61.44, 61.44]","[6, 5]","['6', '5']",2,100.0,0.0
5,/Users/shlab/Documents/GitHub/rcs/wmTask/symspan/symBitmaps/symm37.bmp,37,0.0,No,0,1,1.0100421129973256,1.1434500489995116,2,2,0,"[184.32, -184.32000000000002]","[15, 7]",,,,
6,/Users/shlab/Documents/GitHub/rcs/wmTask/symspan/symBitmaps/symm40.bmp,40,0.0,No,0,1,1.7769503259987687,0.521753731998615,2,2,1,"[184.32, 61.44]","[15, 7]","['11', '7']",1,100.0,0.0
