,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,riskyGain,riskyLoss,safe,RT,loc,response,choice,outcome,iti,stimDispStart,choiceTimeStart,isiStart,outcomeDispStart,itiStart,trial
1,53.17,0,27.89,0.2899637289956445,1,['v'],1,0,1,0.03562393599713687,2.0526617010036716,2.352388276005513,2.869109061008203,3.8703208299994003,1
2,6.45,0,5.1,0.39685912200366147,1,['v'],1,6.45,1.5,6.536222260998329,8.552297469010227,8.969538710996858,9.486623749005958,10.487936268007616,2
3,28.16,0,17.05,0.2868789369967999,2,['n'],1,28.16,1,13.536693949004984,15.553946621002979,15.85289134400955,16.370110724004917,17.371324389998335,3
