,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,riskyGain,riskyLoss,safe,RT,loc,response,choice,outcome,iti,stimDispStart,choiceTimeStart,isiStart,outcomeDispStart,itiStart,trial
1,53.17,0,27.89,0.30287980900902767,1,['n'],0,27.89,1,0.04056952901009936,2.058224576001521,2.3742095839988906,2.8908449340087827,3.89203024400922,1
