,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,riskyGain,riskyLoss,safe,RT,loc,response,choice,outcome,iti,stimDispStart,choiceTimeStart,isiStart,outcomeDispStart,itiStart,trial
1,53.17,0,27.89,0.00861083299969323,1,['n'],0,27.89,1,0.04356478100817185,2.0606383010017453,2.0937009030021727,2.6100426360062556,3.610366098000668,1
