,imageName,imageNumber,symmetrical,response,responseBinom,responseCorrect,solveSymRT,yesNoRT,trial,maxSymDisplay
1,/Users/shlab/Documents/Github/rcs/wmTask/symspan/practiceSymBitmaps/pracsymm7.bmp,1.0,7,Yes,1,1,2.557971015005023,1.1854666500003077,0,7.326205512549874
2,/Users/shlab/Documents/Github/rcs/wmTask/symspan/practiceSymBitmaps/pracsymm9.bmp,0.0,9,No,0,1,1.1493350780001492,1.2852165270014666,1,7.326205512549874
3,/Users/shlab/Documents/Github/rcs/wmTask/symspan/practiceSymBitmaps/pracsymm2.bmp,1.0,2,Yes,1,1,4.732502247999946,0.9811861190028139,2,7.326205512549874
