,subID,riskyGain,riskyLoss,safe,RT,loc,response,choice,outcome,iti,evLevel,evInd,runSize,strategy,stimDispStart,choiceTimeStart,isiStart,outcomeDispStart,itiStart,trial,roundRDM,roundColor
1,001,7.11,0.0,5.95,0.28632388600090053,2,['v'],0,5.95,1.5,5.0,1.0,5.0,0,0.01659652699891012,2.029907139003626,2.3298421570070786,2.8462691019958584,3.847451795998495,1,1,0
2,001,9.48,0.0,5.44,0.6865797099890187,2,['n'],1,9.48,2.0,5.0,1.0,5.0,0,9.026435450999998,11.044015060004313,11.746862254003645,12.262414356999216,13.263559868995799,2,1,0
3,001,7.79,0.0,5.44,0.37824916100362316,1,['n'],0,5.44,1.0,5.0,1.0,16.0,0,0.018961287001729943,2.0357158800034085,2.419493424007669,2.935306183004286,3.9364666030014632,1,2,1
4,001,9.26,0.0,5.05,0.43333752000762615,1,['v'],1,0.0,2.0,5.0,1.0,16.0,0,8.54514604099677,10.566466461998061,11.018930414997158,11.532581909006694,12.533746101995348,2,2,1
