,evLevel,evInd,runSize,isi,iti,riskyGain,riskyLoss,alternative
0.0,5.0,1.0,16.0,0.5,1.0,0.68,0.0,10.34
1.0,5.0,1.0,16.0,0.5,1.5,4.24,0.0,7.12
2.0,5.0,1.0,16.0,0.5,1.0,0.68,0.0,10.34
3.0,5.0,1.0,16.0,0.5,1.0,17.2,0.0,0.6
4.0,5.0,1.0,16.0,0.5,1.0,3.5,0.0,8.75
5.0,5.0,1.0,16.0,0.5,1.5,11.01,0.0,4.24
6.0,5.0,1.0,16.0,0.5,2.0,4.24,0.0,7.12
7.0,5.0,1.0,16.0,0.5,1.5,18.3,0.0,0.15
8.0,5.0,1.0,16.0,0.5,1.0,12.58,0.0,3.05
9.0,5.0,1.0,16.0,0.5,1.0,7.6,0.0,7.04
10.0,5.0,1.0,16.0,0.5,1.5,7.46,0.0,6.69
11.0,5.0,1.0,16.0,0.5,1.0,16.06,0.0,1.03
12.0,5.0,1.0,16.0,0.5,1.5,6.26,0.0,6.65
13.0,5.0,1.0,16.0,0.5,1.0,10.59,0.0,3.75
14.0,5.0,1.0,16.0,0.5,2.0,8.07,0.0,6.15
15.0,5.0,1.0,16.0,0.5,1.5,7.87,0.0,6.33
16.0,25.0,3.0,16.0,0.5,1.5,51.47,0.0,24.75
17.0,25.0,3.0,16.0,0.5,1.5,48.47,0.0,25.78
18.0,25.0,3.0,16.0,0.5,1.0,53.66,0.0,23.31
19.0,25.0,3.0,16.0,0.5,2.0,47.04,0.0,26.48
20.0,25.0,3.0,16.0,0.5,2.0,53.66,0.0,23.31
21.0,25.0,3.0,16.0,0.5,1.5,46.35,0.0,25.85
22.0,25.0,3.0,16.0,0.5,1.0,47.87,0.0,26.33
23.0,25.0,3.0,16.0,0.5,1.5,50.04,0.0,24.6
24.0,25.0,3.0,16.0,0.5,1.0,51.55,0.0,23.95
25.0,25.0,3.0,16.0,0.5,2.0,58.28,0.0,0.0
26.0,25.0,3.0,16.0,0.5,1.0,53.84,0.0,23.12
27.0,25.0,3.0,16.0,0.5,2.0,58.28,0.0,20.14
28.0,25.0,3.0,16.0,0.5,2.0,49.13,0.0,25.55
29.0,25.0,3.0,16.0,0.5,1.0,51.47,0.0,24.75
30.0,25.0,3.0,16.0,0.5,1.5,46.35,0.0,25.85
31.0,25.0,3.0,16.0,0.5,1.5,50.04,0.0,24.6
32.0,5.0,1.0,5.0,0.5,1.0,19.94,0.0,0.0
33.0,5.0,1.0,5.0,0.5,1.0,5.38,0.0,6.49
34.0,5.0,1.0,5.0,0.5,1.5,11.83,0.0,4.09
35.0,5.0,1.0,5.0,0.5,1.5,13.3,0.0,2.65
36.0,5.0,1.0,5.0,0.5,1.0,10.59,0.0,3.75
37.0,15.0,2.0,16.0,0.5,1.5,27.61,0.0,16.2
38.0,15.0,2.0,16.0,0.5,1.0,31.91,0.0,13.56
39.0,15.0,2.0,16.0,0.5,2.0,26.5,0.0,16.49
40.0,15.0,2.0,16.0,0.5,1.5,32.25,0.0,13.45
41.0,15.0,2.0,16.0,0.5,1.5,27.39,0.0,15.81
42.0,15.0,2.0,16.0,0.5,2.0,27.97,0.0,15.25
43.0,15.0,2.0,16.0,0.5,1.0,27.79,0.0,15.72
44.0,15.0,2.0,16.0,0.5,1.0,31.32,0.0,15.24
45.0,15.0,2.0,16.0,0.5,1.0,31.61,0.0,14.26
46.0,15.0,2.0,16.0,0.5,1.0,37.8,0.0,10.9
47.0,15.0,2.0,16.0,0.5,1.0,31.17,0.0,14.6
48.0,15.0,2.0,16.0,0.5,1.0,25.66,0.0,16.35
49.0,15.0,2.0,16.0,0.5,1.5,25.08,0.0,17.54
50.0,15.0,2.0,16.0,0.5,1.0,27.82,0.0,16.87
51.0,15.0,2.0,16.0,0.5,1.0,39.62,0.0,10.81
52.0,15.0,2.0,16.0,0.5,1.0,36.34,0.0,12.17
53.0,25.0,3.0,5.0,0.5,1.5,53.66,0.0,23.31
54.0,25.0,3.0,5.0,0.5,1.5,41.18,0.0,29.59
55.0,25.0,3.0,5.0,0.5,1.0,47.87,0.0,26.33
56.0,25.0,3.0,5.0,0.5,1.5,47.04,0.0,26.48
57.0,25.0,3.0,5.0,0.5,2.0,53.66,0.0,23.31
58.0,15.0,2.0,5.0,0.5,1.0,22.54,0.0,19.27
59.0,15.0,2.0,5.0,0.5,1.5,31.91,0.0,14.69
60.0,15.0,2.0,5.0,0.5,2.0,37.86,0.0,11.93
61.0,15.0,2.0,5.0,0.5,1.0,25.08,0.0,17.54
62.0,15.0,2.0,5.0,0.5,1.5,39.62,0.0,0.0
63.0,5.0,1.0,16.0,0.5,1.0,0.66,0.0,9.33
64.0,5.0,1.0,16.0,0.5,2.0,5.38,0.0,6.49
65.0,5.0,1.0,16.0,0.5,2.0,11.83,0.0,4.09
66.0,5.0,1.0,16.0,0.5,1.0,8.35,0.0,5.16
67.0,5.0,1.0,16.0,0.5,1.0,8.85,0.0,6.25
68.0,5.0,1.0,16.0,0.5,1.0,10.2,0.0,4.68
69.0,5.0,1.0,16.0,0.5,2.0,4.24,0.0,7.12
70.0,5.0,1.0,16.0,0.5,1.0,12.12,0.0,3.1
71.0,5.0,1.0,16.0,0.5,2.0,3.56,0.0,7.78
72.0,5.0,1.0,16.0,0.5,2.0,11.83,0.0,4.09
73.0,5.0,1.0,16.0,0.5,1.0,6.99,0.0,6.17
74.0,5.0,1.0,16.0,0.5,1.0,17.2,0.0,0.6
75.0,5.0,1.0,16.0,0.5,1.0,5.38,0.0,6.49
76.0,5.0,1.0,16.0,0.5,1.5,7.87,0.0,6.33
77.0,5.0,1.0,16.0,0.5,1.0,7.46,0.0,6.69
78.0,5.0,1.0,16.0,0.5,1.5,11.01,0.0,4.24
79.0,25.0,3.0,16.0,0.5,2.0,51.47,0.0,24.75
80.0,25.0,3.0,16.0,0.5,2.0,53.92,0.0,22.96
81.0,25.0,3.0,16.0,0.5,1.5,57.44,0.0,20.72
82.0,25.0,3.0,16.0,0.5,1.0,57.44,0.0,20.72
83.0,25.0,3.0,16.0,0.5,2.0,55.74,0.0,22.87
84.0,25.0,3.0,16.0,0.5,1.0,50.61,0.0,24.04
85.0,25.0,3.0,16.0,0.5,1.0,57.0,0.0,21.5
86.0,25.0,3.0,16.0,0.5,1.0,57.0,0.0,21.5
87.0,25.0,3.0,16.0,0.5,1.0,47.04,0.0,26.48
88.0,25.0,3.0,16.0,0.5,1.0,51.55,0.0,23.95
89.0,25.0,3.0,16.0,0.5,1.5,40.02,0.0,30.01
90.0,25.0,3.0,16.0,0.5,2.0,51.47,0.0,24.75
91.0,25.0,3.0,16.0,0.5,1.5,48.33,0.0,25.43
92.0,25.0,3.0,16.0,0.5,1.0,48.47,0.0,25.78
93.0,25.0,3.0,16.0,0.5,1.5,47.87,0.0,26.33
94.0,25.0,3.0,16.0,0.5,2.0,50.66,0.0,25.47
95.0,5.0,1.0,5.0,0.5,2.0,3.5,0.0,8.75
96.0,5.0,1.0,5.0,0.5,1.0,3.56,0.0,7.78
97.0,5.0,1.0,5.0,0.5,2.0,5.52,0.0,6.76
98.0,5.0,1.0,5.0,0.5,1.0,11.59,0.0,4.81
99.0,5.0,1.0,5.0,0.5,1.5,0.66,0.0,9.33
100.0,15.0,2.0,16.0,0.5,1.5,30.34,0.0,14.47
101.0,15.0,2.0,16.0,0.5,2.0,31.35,0.0,13.56
102.0,15.0,2.0,16.0,0.5,2.0,31.35,0.0,13.56
103.0,15.0,2.0,16.0,0.5,2.0,26.5,0.0,16.49
104.0,15.0,2.0,16.0,0.5,1.0,31.61,0.0,14.26
105.0,15.0,2.0,16.0,0.5,1.0,33.14,0.0,12.57
106.0,15.0,2.0,16.0,0.5,1.5,34.32,0.0,13.64
107.0,15.0,2.0,16.0,0.5,2.0,25.66,0.0,16.35
108.0,15.0,2.0,16.0,0.5,1.0,31.91,0.0,13.56
109.0,15.0,2.0,16.0,0.5,1.0,31.91,0.0,13.56
110.0,15.0,2.0,16.0,0.5,2.0,32.25,0.0,13.45
111.0,15.0,2.0,16.0,0.5,1.0,31.17,0.0,14.6
112.0,15.0,2.0,16.0,0.5,1.0,22.54,0.0,19.27
113.0,15.0,2.0,16.0,0.5,1.0,27.61,0.0,16.2
114.0,15.0,2.0,16.0,0.5,1.0,29.8,0.0,15.6
115.0,15.0,2.0,16.0,0.5,1.5,23.18,0.0,17.59
116.0,25.0,3.0,5.0,0.5,1.0,53.66,0.0,23.31
117.0,25.0,3.0,5.0,0.5,1.5,51.97,0.0,24.44
118.0,25.0,3.0,5.0,0.5,2.0,47.87,0.0,26.33
119.0,25.0,3.0,5.0,0.5,1.0,40.02,0.0,30.01
120.0,25.0,3.0,5.0,0.5,1.0,40.02,0.0,30.01
121.0,15.0,2.0,5.0,0.5,1.5,27.55,0.0,15.32
122.0,15.0,2.0,5.0,0.5,1.0,32.25,0.0,13.45
123.0,15.0,2.0,5.0,0.5,1.0,31.91,0.0,13.56
124.0,15.0,2.0,5.0,0.5,1.5,31.91,0.0,14.69
