,riskyGain,riskyLoss,safe,RT,loc,response,choice,outcome,iti,stimDispStart,choiceTimeStart,isiStart,outcomeDispStart,itiStart,trial
1,53.17,0,27.89,0.5020262119942345,2,['n'],1,0,1,0.03995834299712442,2.055777115994715,2.5733605709974654,3.088931756996317,4.090089306002483,1
2,6.45,0,5.1,0.3285280489944853,2,['v'],0,5.1,1.5,6.5197842579946155,8.537300331998267,8.871897250995971,9.387218030999065,10.388381547993049,2
3,28.16,0,17.05,0.22879642000771128,1,['n'],0,17.05,1,13.51780358099495,15.535357728993404,15.768219363992102,16.284724882003502,17.285909983998863,3
