,evLevel,evInd,runSize,isi,iti,riskyGain,riskyLoss,alternative
0.0,15.0,2.0,16.0,0.5,2.0,30.46,0.0,14.53
1.0,15.0,2.0,16.0,0.5,2.0,26.66,0.0,16.57
2.0,15.0,2.0,16.0,0.5,2.0,27.47,0.0,15.56
3.0,15.0,2.0,16.0,0.5,1.5,32.37,0.0,14.36
4.0,15.0,2.0,16.0,0.5,1.0,29.53,0.0,16.03
5.0,15.0,2.0,16.0,0.5,1.5,19.92,0.0,19.96
6.0,15.0,2.0,16.0,0.5,1.0,26.88,0.0,16.96
7.0,15.0,2.0,16.0,0.5,2.0,27.4,0.0,16.66
8.0,15.0,2.0,16.0,0.5,1.0,26.88,0.0,16.96
9.0,15.0,2.0,16.0,0.5,1.0,28.69,0.0,16.46
10.0,15.0,2.0,16.0,0.5,1.5,35.82,0.0,11.91
11.0,15.0,2.0,16.0,0.5,1.0,39.22,0.0,10.61
12.0,15.0,2.0,16.0,0.5,1.5,35.34,0.0,12.67
13.0,15.0,2.0,16.0,0.5,1.0,33.12,0.0,13.6
14.0,15.0,2.0,16.0,0.5,1.5,31.97,0.0,14.44
15.0,15.0,2.0,16.0,0.5,1.5,22.98,0.0,18.49
16.0,5.0,1.0,5.0,0.5,2.0,1.5,0.0,9.75
17.0,5.0,1.0,5.0,0.5,1.0,6.6,0.0,7.3
18.0,5.0,1.0,5.0,0.5,1.0,9.92,0.0,4.54
19.0,5.0,1.0,5.0,0.5,1.0,4.88,0.0,8.44
20.0,5.0,1.0,5.0,0.5,2.0,13.98,0.0,3.19
21.0,25.0,3.0,16.0,0.5,1.0,50.04,0.0,25.16
22.0,25.0,3.0,16.0,0.5,1.5,57.96,0.0,20.98
23.0,25.0,3.0,16.0,0.5,1.0,47.69,0.0,25.67
24.0,25.0,3.0,16.0,0.5,2.0,47.4,0.0,26.94
25.0,25.0,3.0,16.0,0.5,1.5,47.26,0.0,26.59
26.0,25.0,3.0,16.0,0.5,1.0,48.05,0.0,26.7
27.0,25.0,3.0,16.0,0.5,1.0,51.33,0.0,24.68
28.0,25.0,3.0,16.0,0.5,1.0,53.78,0.0,23.37
29.0,25.0,3.0,16.0,0.5,1.0,50.95,0.0,23.93
30.0,25.0,3.0,16.0,0.5,1.0,56.4,0.0,21.2
31.0,25.0,3.0,16.0,0.5,1.0,53.9,0.0,23.71
32.0,25.0,3.0,16.0,0.5,1.0,51.17,0.0,24.32
33.0,25.0,3.0,16.0,0.5,1.5,53.36,0.0,22.68
34.0,25.0,3.0,16.0,0.5,1.0,44.58,0.0,27.29
