,riskyGain,riskyLoss,safe,RT,loc,response,choice,outcome,iti,stimDispStart,choiceTimeStart,isiStart,outcomeDispStart,itiStart,trial
1,53.17,0,27.89,0.34652870199352037,1,['v'],1,53.17,1,0.03547091099608224,2.053525951996562,2.418893064997974,2.9449374719988555,3.9460905349988025,1
2,6.45,0,5.1,0.6030912199930754,2,['n'],1,6.45,1.5,6.5331706589931855,8.549315115000354,9.167098938007257,9.682400984005653,10.683532932001981,2
