,evLevel,evInd,runSize,isi,iti,riskyGain,riskyLoss,alternative
0.0,25.0,3.0,16.0,0.5,1.0,47.48,0.0,27.26
1.0,25.0,3.0,16.0,0.5,1.0,52.23,0.0,23.72
2.0,25.0,3.0,16.0,0.5,1.0,39.62,0.0,29.81
3.0,25.0,3.0,16.0,0.5,2.0,44.14,0.0,27.07
4.0,25.0,3.0,16.0,0.5,1.0,49.35,0.0,25.94
5.0,25.0,3.0,16.0,0.5,1.5,50.88,0.0,25.02
6.0,25.0,3.0,16.0,0.5,1.0,46.94,0.0,26.71
7.0,25.0,3.0,16.0,0.5,2.0,54.34,0.0,23.17
8.0,25.0,3.0,16.0,0.5,1.0,54.34,0.0,23.17
9.0,25.0,3.0,16.0,0.5,1.0,50.21,0.0,24.12
10.0,25.0,3.0,16.0,0.5,1.0,53.12,0.0,23.32
11.0,25.0,3.0,16.0,0.5,1.0,54.34,0.0,23.17
12.0,25.0,3.0,16.0,0.5,1.5,46.94,0.0,26.71
13.0,25.0,3.0,16.0,0.5,1.5,50.98,0.0,24.79
14.0,25.0,3.0,16.0,0.5,1.5,51.73,0.0,23.19
15.0,25.0,3.0,16.0,0.5,1.0,49.35,0.0,25.94
16.0,15.0,2.0,16.0,0.5,1.5,34.08,0.0,13.04
17.0,15.0,2.0,16.0,0.5,1.0,32.45,0.0,14.68
18.0,15.0,2.0,16.0,0.5,1.5,26.5,0.0,16.77
19.0,15.0,2.0,16.0,0.5,2.0,30.56,0.0,14.58
20.0,15.0,2.0,16.0,0.5,1.0,28.77,0.0,15.37
21.0,15.0,2.0,16.0,0.5,2.0,33.27,0.0,14.24
22.0,15.0,2.0,16.0,0.5,2.0,26.5,0.0,16.77
23.0,15.0,2.0,16.0,0.5,1.0,31.83,0.0,14.65
24.0,15.0,2.0,16.0,0.5,1.0,33.92,0.0,13.16
25.0,15.0,2.0,16.0,0.5,1.5,29.69,0.0,16.11
26.0,15.0,2.0,16.0,0.5,2.0,27.49,0.0,15.86
27.0,15.0,2.0,16.0,0.5,1.5,26.24,0.0,16.92
28.0,15.0,2.0,16.0,0.5,1.0,32.39,0.0,13.52
29.0,15.0,2.0,16.0,0.5,1.0,30.89,0.0,14.46
30.0,15.0,2.0,16.0,0.5,2.0,26.94,0.0,17.47
31.0,15.0,2.0,16.0,0.5,1.0,33.92,0.0,13.16
32.0,5.0,1.0,5.0,0.5,1.5,11.65,0.0,4.0
33.0,5.0,1.0,5.0,0.5,1.5,0.0,0.0,9.9
34.0,5.0,1.0,5.0,0.5,2.0,8.29,0.0,5.69
35.0,5.0,1.0,5.0,0.5,1.0,13.14,0.0,3.61
36.0,5.0,1.0,5.0,0.5,1.0,10.06,0.0,5.45
37.0,25.0,3.0,5.0,0.5,2.0,49.39,0.0,26.24
38.0,25.0,3.0,5.0,0.5,1.0,50.98,0.0,24.79
39.0,25.0,3.0,5.0,0.5,1.0,48.82,0.0,24.83
40.0,25.0,3.0,5.0,0.5,1.0,50.4,0.0,25.06
41.0,25.0,3.0,5.0,0.5,2.0,48.39,0.0,26.02
42.0,5.0,1.0,16.0,0.5,1.0,10.91,0.0,3.91
43.0,5.0,1.0,16.0,0.5,1.0,8.29,0.0,5.69
44.0,5.0,1.0,16.0,0.5,1.5,8.29,0.0,5.97
45.0,5.0,1.0,16.0,0.5,1.5,19.98,0.0,0.0
46.0,5.0,1.0,16.0,0.5,1.0,5.52,0.0,6.76
47.0,5.0,1.0,16.0,0.5,1.5,7.08,0.0,7.34
48.0,5.0,1.0,16.0,0.5,1.0,7.08,0.0,7.34
49.0,5.0,1.0,16.0,0.5,1.0,5.52,0.0,6.76
50.0,5.0,1.0,16.0,0.5,1.0,12.23,0.0,4.85
51.0,5.0,1.0,16.0,0.5,2.0,19.98,0.0,0.0
52.0,5.0,1.0,16.0,0.5,1.5,7.69,0.0,6.24
53.0,5.0,1.0,16.0,0.5,1.0,12.7,0.0,2.83
54.0,5.0,1.0,16.0,0.5,1.0,17.1,0.0,0.55
55.0,5.0,1.0,16.0,0.5,1.0,10.06,0.0,5.45
