,evLevel,evInd,runSize,isi,iti,riskyGain,riskyLoss,alternative
0.0,25.0,3.0,16.0,0.5,1.0,50.95,0.0,24.49
1.0,25.0,3.0,16.0,0.5,2.0,48.31,0.0,26.55
2.0,25.0,3.0,16.0,0.5,1.5,53.34,0.0,23.15
3.0,25.0,3.0,16.0,0.5,1.5,46.84,0.0,26.38
4.0,25.0,3.0,16.0,0.5,2.0,52.96,0.0,23.52
5.0,25.0,3.0,16.0,0.5,2.0,42.64,0.0,29.32
6.0,25.0,3.0,16.0,0.5,1.0,50.95,0.0,24.49
7.0,25.0,3.0,16.0,0.5,2.0,54.5,0.0,23.45
8.0,25.0,3.0,16.0,0.5,1.0,52.19,0.0,23.7
9.0,25.0,3.0,16.0,0.5,1.5,54.66,0.0,22.33
10.0,25.0,3.0,16.0,0.5,1.0,52.19,0.0,23.7
11.0,25.0,3.0,16.0,0.5,1.0,51.25,0.0,24.36
12.0,25.0,3.0,16.0,0.5,2.0,51.0,0.0,24.8
13.0,25.0,3.0,16.0,0.5,1.0,50.64,0.0,24.9
14.0,25.0,3.0,16.0,0.5,1.5,54.66,0.0,22.33
15.0,25.0,3.0,16.0,0.5,1.0,42.64,0.0,29.32
16.0,5.0,1.0,5.0,0.5,1.0,11.49,0.0,3.92
17.0,5.0,1.0,5.0,0.5,2.0,7.49,0.0,6.42
18.0,5.0,1.0,5.0,0.5,1.5,7.49,0.0,6.42
19.0,5.0,1.0,5.0,0.5,1.0,8.53,0.0,5.81
20.0,5.0,1.0,5.0,0.5,1.5,19.06,0.0,0.0
21.0,25.0,3.0,5.0,0.5,2.0,52.96,0.0,23.52
22.0,25.0,3.0,5.0,0.5,2.0,47.33,0.0,26.34
23.0,25.0,3.0,5.0,0.5,1.5,54.66,0.0,22.33
24.0,25.0,3.0,5.0,0.5,1.5,54.64,0.0,23.32
25.0,25.0,3.0,5.0,0.5,2.0,51.85,0.0,23.25
26.0,15.0,2.0,5.0,0.5,1.0,33.16,0.0,13.06
27.0,15.0,2.0,5.0,0.5,1.0,30.24,0.0,14.98
28.0,15.0,2.0,5.0,0.5,1.5,30.16,0.0,14.66
29.0,15.0,2.0,5.0,0.5,1.0,28.55,0.0,15.26
30.0,15.0,2.0,5.0,0.5,1.5,25.66,0.0,17.83
31.0,5.0,1.0,16.0,0.5,2.0,0.0,0.0,9.71
32.0,5.0,1.0,16.0,0.5,2.0,11.61,0.0,4.54
33.0,5.0,1.0,16.0,0.5,2.0,10.66,0.0,4.63
34.0,5.0,1.0,16.0,0.5,1.0,4.72,0.0,8.36
35.0,5.0,1.0,16.0,0.5,1.0,4.86,0.0,7.43
36.0,5.0,1.0,16.0,0.5,1.0,13.27,0.0,4.24
37.0,5.0,1.0,16.0,0.5,2.0,7.49,0.0,6.42
38.0,5.0,1.0,16.0,0.5,2.0,17.48,0.0,1.74
39.0,5.0,1.0,16.0,0.5,1.5,13.16,0.0,3.06
40.0,5.0,1.0,16.0,0.5,1.0,7.83,0.0,5.18
41.0,5.0,1.0,16.0,0.5,1.0,14.16,0.0,3.84
42.0,5.0,1.0,16.0,0.5,1.0,19.06,0.0,0.0
43.0,5.0,1.0,16.0,0.5,2.0,0.0,0.0,9.71
44.0,5.0,1.0,16.0,0.5,1.0,9.84,0.0,5.34
45.0,5.0,1.0,16.0,0.5,1.5,9.84,0.0,5.34
46.0,5.0,1.0,16.0,0.5,1.0,11.83,0.0,3.8
47.0,15.0,2.0,16.0,0.5,1.5,29.57,0.0,16.05
48.0,15.0,2.0,16.0,0.5,1.0,29.08,0.0,14.68
49.0,15.0,2.0,16.0,0.5,2.0,29.08,0.0,14.68
50.0,15.0,2.0,16.0,0.5,1.5,29.0,0.0,15.2
51.0,15.0,2.0,16.0,0.5,1.0,31.53,0.0,14.22
52.0,15.0,2.0,16.0,0.5,1.5,27.84,0.0,16.88
53.0,15.0,2.0,16.0,0.5,1.5,30.97,0.0,14.22
54.0,15.0,2.0,16.0,0.5,1.0,34.86,0.0,12.43
55.0,15.0,2.0,16.0,0.5,1.0,27.3,0.0,16.89
56.0,15.0,2.0,16.0,0.5,2.0,20.82,0.0,19.41
57.0,15.0,2.0,16.0,0.5,1.0,31.0,0.0,14.8
58.0,15.0,2.0,16.0,0.5,1.0,27.91,0.0,15.78
59.0,15.0,2.0,16.0,0.5,2.0,19.44,0.0,19.72
60.0,15.0,2.0,16.0,0.5,1.5,32.35,0.0,14.06
61.0,15.0,2.0,16.0,0.5,1.0,30.75,0.0,14.39
62.0,15.0,2.0,16.0,0.5,1.0,29.28,0.0,15.06
63.0,25.0,3.0,16.0,0.5,1.5,56.08,0.0,21.04
64.0,25.0,3.0,16.0,0.5,1.0,56.08,0.0,21.04
65.0,25.0,3.0,16.0,0.5,1.0,45.5,0.0,27.75
66.0,25.0,3.0,16.0,0.5,1.0,49.15,0.0,26.4
67.0,25.0,3.0,16.0,0.5,2.0,42.64,0.0,29.32
68.0,25.0,3.0,16.0,0.5,1.0,48.31,0.0,26.55
69.0,25.0,3.0,16.0,0.5,1.0,47.33,0.0,26.34
70.0,25.0,3.0,16.0,0.5,1.0,44.18,0.0,28.09
71.0,25.0,3.0,16.0,0.5,1.0,51.51,0.0,23.64
72.0,25.0,3.0,16.0,0.5,1.0,49.48,0.0,25.44
73.0,25.0,3.0,16.0,0.5,1.5,54.5,0.0,23.45
74.0,25.0,3.0,16.0,0.5,1.0,47.44,0.0,27.24
75.0,25.0,3.0,16.0,0.5,1.0,54.64,0.0,23.32
76.0,25.0,3.0,16.0,0.5,1.5,44.18,0.0,28.09
77.0,25.0,3.0,16.0,0.5,1.0,44.18,0.0,28.09
78.0,25.0,3.0,16.0,0.5,1.5,52.19,0.0,23.7
79.0,5.0,1.0,5.0,0.5,1.5,14.18,0.0,3.29
80.0,5.0,1.0,5.0,0.5,1.0,10.82,0.0,5.27
81.0,5.0,1.0,5.0,0.5,1.0,19.06,0.0,0.0
82.0,5.0,1.0,5.0,0.5,1.5,14.18,0.0,3.29
83.0,5.0,1.0,5.0,0.5,1.5,10.66,0.0,4.63
84.0,25.0,3.0,5.0,0.5,2.0,54.5,0.0,23.45
85.0,25.0,3.0,5.0,0.5,1.5,50.64,0.0,24.9
86.0,25.0,3.0,5.0,0.5,1.5,53.7,0.0,23.61
87.0,25.0,3.0,5.0,0.5,1.5,49.15,0.0,26.4
88.0,25.0,3.0,5.0,0.5,1.0,40.74,0.0,29.37
89.0,15.0,2.0,5.0,0.5,1.5,31.81,0.0,13.51
90.0,15.0,2.0,5.0,0.5,1.0,32.7,0.0,13.39
91.0,15.0,2.0,5.0,0.5,1.0,35.12,0.0,0.0
