,evLevel,evInd,runSize,isi,iti,riskyGain,riskyLoss,alternative
0.0,5.0,1.0,16.0,0.5,2.0,14.34,0.0,3.17
1.0,5.0,1.0,16.0,0.5,2.0,6.67,0.0,5.73
2.0,5.0,1.0,16.0,0.5,2.0,8.13,0.0,5.33
3.0,5.0,1.0,16.0,0.5,1.0,5.22,0.0,6.61
4.0,5.0,1.0,16.0,0.5,1.0,2.72,0.0,8.36
5.0,5.0,1.0,16.0,0.5,1.5,3.98,0.0,7.99
6.0,5.0,1.0,16.0,0.5,1.5,5.66,0.0,6.35
7.0,5.0,1.0,16.0,0.5,1.0,15.08,0.0,1.54
8.0,5.0,1.0,16.0,0.5,1.0,7.87,0.0,6.05
9.0,5.0,1.0,16.0,0.5,2.0,12.33,0.0,4.62
10.0,5.0,1.0,16.0,0.5,1.0,7.17,0.0,6.26
11.0,5.0,1.0,16.0,0.5,1.0,12.07,0.0,3.92
12.0,5.0,1.0,16.0,0.5,1.5,12.25,0.0,3.45
13.0,5.0,1.0,16.0,0.5,1.0,7.48,0.0,6.98
14.0,5.0,1.0,16.0,0.5,1.5,3.98,0.0,7.99
15.0,5.0,1.0,16.0,0.5,1.0,13.62,0.0,3.01
16.0,25.0,3.0,16.0,0.5,2.0,41.6,0.0,28.8
17.0,25.0,3.0,16.0,0.5,2.0,51.95,0.0,24.99
18.0,25.0,3.0,16.0,0.5,2.0,47.16,0.0,26.54
19.0,25.0,3.0,16.0,0.5,1.0,49.24,0.0,25.32
20.0,25.0,3.0,16.0,0.5,2.0,52.32,0.0,22.92
21.0,25.0,3.0,16.0,0.5,1.0,53.6,0.0,23.28
22.0,25.0,3.0,16.0,0.5,1.5,47.73,0.0,25.69
23.0,25.0,3.0,16.0,0.5,1.0,54.44,0.0,23.22
24.0,25.0,3.0,16.0,0.5,2.0,52.31,0.0,23.48
25.0,25.0,3.0,16.0,0.5,2.0,47.16,0.0,26.54
26.0,25.0,3.0,16.0,0.5,1.5,50.4,0.0,25.06
27.0,25.0,3.0,16.0,0.5,1.0,41.6,0.0,28.8
