,riskyGain,riskyLoss,safe,RT,loc,response,choice,outcome,iti,stimDispStart,choiceTimeStart,isiStart,outcomeDispStart,itiStart,trial
1,53.17,0,27.89,0.2337394499918446,1,['v'],1,53.17,1,0.03803627700835932,2.0543586179992417,2.3055903060012497,2.820898987003602,3.822053648997098,1
2,6.45,0,5.1,0.26438813999993727,2,['n'],1,6.45,1.5,6.519653693001601,8.5356428840023,8.81907660199795,9.335372425004607,10.336618807006744,2
