,evLevel,evInd,runSize,isi,iti,riskyGain,riskyLoss,alternative
0.0,5.0,1.0,5.0,0.5,1.0,11.21,0.0,4.06
1.0,5.0,1.0,5.0,0.5,1.5,11.45,0.0,3.61
2.0,5.0,1.0,5.0,0.5,2.0,8.03,0.0,6.41
3.0,5.0,1.0,5.0,0.5,1.0,6.89,0.0,6.12
4.0,5.0,1.0,5.0,0.5,1.0,5.48,0.0,7.74
5.0,25.0,3.0,5.0,0.5,1.0,45.82,0.0,26.71
6.0,25.0,3.0,5.0,0.5,1.5,56.96,0.0,22.48
7.0,25.0,3.0,5.0,0.5,1.0,50.72,0.0,24.66
8.0,25.0,3.0,5.0,0.5,1.5,48.23,0.0,25.1
9.0,25.0,3.0,5.0,0.5,1.5,51.79,0.0,23.78
10.0,15.0,2.0,16.0,0.5,1.5,27.84,0.0,16.88
11.0,15.0,2.0,16.0,0.5,2.0,32.36,0.0,13.22
12.0,15.0,2.0,16.0,0.5,1.5,29.15,0.0,15.56
13.0,15.0,2.0,16.0,0.5,1.5,32.78,0.0,12.87
14.0,15.0,2.0,16.0,0.5,1.0,29.15,0.0,15.56
15.0,15.0,2.0,16.0,0.5,1.0,22.92,0.0,19.46
16.0,15.0,2.0,16.0,0.5,1.5,28.68,0.0,14.76
17.0,15.0,2.0,16.0,0.5,1.5,30.1,0.0,14.63
18.0,15.0,2.0,16.0,0.5,1.0,32.99,0.0,13.82
19.0,15.0,2.0,16.0,0.5,2.0,20.86,0.0,20.43
20.0,15.0,2.0,16.0,0.5,1.0,29.19,0.0,16.14
21.0,15.0,2.0,16.0,0.5,2.0,35.58,0.0,11.79
22.0,15.0,2.0,16.0,0.5,1.0,23.88,0.0,17.94
23.0,15.0,2.0,16.0,0.5,1.0,30.88,0.0,14.74
24.0,15.0,2.0,16.0,0.5,1.0,39.66,0.0,10.83
25.0,15.0,2.0,16.0,0.5,1.0,28.55,0.0,15.54
26.0,5.0,1.0,16.0,0.5,1.5,12.68,0.0,3.1
27.0,5.0,1.0,16.0,0.5,1.5,11.41,0.0,3.88
28.0,5.0,1.0,16.0,0.5,2.0,12.43,0.0,3.82
29.0,5.0,1.0,16.0,0.5,1.0,16.64,0.0,1.32
30.0,5.0,1.0,16.0,0.5,1.0,19.06,0.0,0.0
31.0,5.0,1.0,16.0,0.5,1.0,9.76,0.0,4.74
32.0,5.0,1.0,16.0,0.5,1.5,10.44,0.0,5.64
33.0,5.0,1.0,16.0,0.5,1.5,2.9,0.0,8.45
34.0,5.0,1.0,16.0,0.5,1.0,9.76,0.0,4.74
35.0,5.0,1.0,16.0,0.5,1.5,12.43,0.0,3.82
36.0,5.0,1.0,16.0,0.5,2.0,9.86,0.0,4.51
37.0,5.0,1.0,16.0,0.5,1.0,18.52,0.0,0.26
38.0,5.0,1.0,16.0,0.5,1.5,9.86,0.0,4.51
39.0,5.0,1.0,16.0,0.5,2.0,8.64,0.0,5.02
40.0,5.0,1.0,16.0,0.5,1.0,7.3,0.0,7.17
41.0,5.0,1.0,16.0,0.5,1.0,5.74,0.0,6.87
42.0,15.0,2.0,5.0,0.5,1.5,34.94,0.0,13.47
43.0,15.0,2.0,5.0,0.5,1.0,32.42,0.0,12.97
44.0,15.0,2.0,5.0,0.5,1.5,29.36,0.0,15.38
45.0,15.0,2.0,5.0,0.5,2.0,39.66,0.0,10.83
46.0,15.0,2.0,5.0,0.5,1.5,29.19,0.0,16.14
47.0,25.0,3.0,16.0,0.5,2.0,57.6,0.0,20.8
48.0,25.0,3.0,16.0,0.5,1.0,51.85,0.0,24.38
49.0,25.0,3.0,16.0,0.5,2.0,49.62,0.0,24.67
50.0,25.0,3.0,16.0,0.5,1.5,52.92,0.0,22.94
51.0,25.0,3.0,16.0,0.5,2.0,53.92,0.0,23.16
52.0,25.0,3.0,16.0,0.5,2.0,46.18,0.0,26.61
53.0,25.0,3.0,16.0,0.5,2.0,53.3,0.0,22.65
54.0,25.0,3.0,16.0,0.5,1.0,51.51,0.0,24.77
55.0,25.0,3.0,16.0,0.5,1.5,51.37,0.0,24.42
56.0,25.0,3.0,16.0,0.5,1.5,47.13,0.0,26.24
57.0,25.0,3.0,16.0,0.5,2.0,50.66,0.0,25.47
58.0,25.0,3.0,16.0,0.5,1.5,47.13,0.0,26.24
59.0,25.0,3.0,16.0,0.5,2.0,48.23,0.0,25.1
60.0,25.0,3.0,16.0,0.5,1.0,50.42,0.0,24.79
61.0,25.0,3.0,16.0,0.5,2.0,50.72,0.0,24.66
62.0,25.0,3.0,16.0,0.5,2.0,44.54,0.0,27.27
63.0,5.0,1.0,5.0,0.5,1.0,8.64,0.0,5.02
64.0,5.0,1.0,5.0,0.5,2.0,6.76,0.0,6.62
65.0,5.0,1.0,5.0,0.5,2.0,11.09,0.0,4.28
66.0,5.0,1.0,5.0,0.5,2.0,8.39,0.0,5.74
67.0,5.0,1.0,5.0,0.5,1.0,0.44,0.0,10.22
68.0,25.0,3.0,5.0,0.5,1.0,51.79,0.0,23.78
69.0,25.0,3.0,5.0,0.5,1.0,48.23,0.0,25.1
70.0,25.0,3.0,5.0,0.5,1.0,41.96,0.0,28.98
71.0,25.0,3.0,5.0,0.5,1.0,51.51,0.0,24.77
72.0,25.0,3.0,5.0,0.5,1.5,51.87,0.0,23.54
73.0,15.0,2.0,16.0,0.5,1.0,26.91,0.0,15.85
74.0,15.0,2.0,16.0,0.5,1.5,32.41,0.0,14.66
75.0,15.0,2.0,16.0,0.5,1.0,30.1,0.0,14.63
76.0,15.0,2.0,16.0,0.5,1.0,32.99,0.0,13.82
77.0,15.0,2.0,16.0,0.5,1.5,34.22,0.0,13.31
78.0,15.0,2.0,16.0,0.5,1.0,30.34,0.0,15.03
79.0,15.0,2.0,16.0,0.5,1.0,27.56,0.0,17.02
80.0,15.0,2.0,16.0,0.5,1.5,26.49,0.0,15.92
81.0,15.0,2.0,16.0,0.5,1.0,23.76,0.0,18.88
82.0,15.0,2.0,16.0,0.5,1.5,26.38,0.0,16.99
83.0,15.0,2.0,16.0,0.5,1.0,23.88,0.0,17.94
84.0,15.0,2.0,16.0,0.5,2.0,39.66,0.0,10.83
85.0,15.0,2.0,16.0,0.5,1.0,20.12,0.0,19.06
86.0,15.0,2.0,16.0,0.5,1.5,30.75,0.0,14.11
87.0,15.0,2.0,16.0,0.5,1.0,26.49,0.0,15.92
88.0,15.0,2.0,16.0,0.5,1.0,29.19,0.0,16.14
89.0,5.0,1.0,16.0,0.5,1.5,8.13,0.0,5.89
90.0,5.0,1.0,16.0,0.5,1.5,8.64,0.0,5.02
91.0,5.0,1.0,16.0,0.5,1.5,7.77,0.0,5.15
92.0,5.0,1.0,16.0,0.5,1.0,11.41,0.0,3.88
93.0,5.0,1.0,16.0,0.5,1.0,5.74,0.0,6.87
94.0,5.0,1.0,16.0,0.5,2.0,11.21,0.0,4.06
95.0,5.0,1.0,16.0,0.5,1.5,11.45,0.0,3.61
96.0,5.0,1.0,16.0,0.5,1.0,13.46,0.0,2.93
97.0,5.0,1.0,16.0,0.5,1.0,13.46,0.0,2.93
98.0,5.0,1.0,16.0,0.5,1.0,1.78,0.0,9.89
99.0,5.0,1.0,16.0,0.5,1.5,11.41,0.0,3.88
100.0,5.0,1.0,16.0,0.5,1.0,8.03,0.0,6.41
101.0,5.0,1.0,16.0,0.5,2.0,17.42,0.0,0.71
102.0,5.0,1.0,16.0,0.5,1.0,11.41,0.0,3.88
103.0,5.0,1.0,16.0,0.5,1.5,2.9,0.0,8.45
104.0,5.0,1.0,16.0,0.5,1.0,9.76,0.0,4.74
105.0,15.0,2.0,5.0,0.5,1.0,26.38,0.0,16.99
106.0,15.0,2.0,5.0,0.5,2.0,35.58,0.0,0.0
107.0,15.0,2.0,5.0,0.5,2.0,26.49,0.0,15.92
108.0,15.0,2.0,5.0,0.5,1.5,26.38,0.0,16.99
109.0,15.0,2.0,5.0,0.5,2.0,27.84,0.0,16.88
110.0,25.0,3.0,16.0,0.5,1.5,58.94,0.0,0.0
111.0,25.0,3.0,16.0,0.5,1.0,48.23,0.0,25.1
112.0,25.0,3.0,16.0,0.5,1.5,43.74,0.0,28.87
113.0,25.0,3.0,16.0,0.5,1.0,52.41,0.0,23.53
114.0,25.0,3.0,16.0,0.5,2.0,50.42,0.0,24.79
115.0,25.0,3.0,16.0,0.5,1.0,52.92,0.0,22.94
116.0,25.0,3.0,16.0,0.5,1.5,53.92,0.0,23.16
117.0,25.0,3.0,16.0,0.5,1.0,47.87,0.0,26.05
118.0,25.0,3.0,16.0,0.5,2.0,51.85,0.0,24.38
119.0,25.0,3.0,16.0,0.5,1.0,48.23,0.0,25.1
120.0,25.0,3.0,16.0,0.5,1.0,45.82,0.0,26.71
121.0,25.0,3.0,16.0,0.5,1.5,44.66,0.0,28.33
122.0,25.0,3.0,16.0,0.5,1.0,53.3,0.0,22.65
123.0,25.0,3.0,16.0,0.5,2.0,56.96,0.0,22.48
124.0,25.0,3.0,16.0,0.5,1.0,52.58,0.0,23.05
125.0,25.0,3.0,16.0,0.5,1.0,57.6,0.0,20.8
126.0,5.0,1.0,5.0,0.5,1.0,5.48,0.0,7.74
127.0,5.0,1.0,5.0,0.5,1.0,8.13,0.0,5.89
128.0,5.0,1.0,5.0,0.5,1.5,12.68,0.0,3.1
129.0,5.0,1.0,5.0,0.5,1.0,11.12,0.0,4.86
130.0,5.0,1.0,5.0,0.5,2.0,19.06,0.0,0.0
