,riskyGain,riskyLoss,safe,RT,loc,response,choice,outcome,iti,stimDispStart,choiceTimeStart,isiStart,outcomeDispStart,itiStart,trial
1,53.17,0,27.89,0.23680575800244696,2,['v'],0,27.89,1,0.04331673099659383,2.0594371869956376,2.31023623800138,2.8259480739943683,3.8271045470028184,1
2,6.45,0,5.1,0.2757965650089318,2,['v'],0,5.1,1.5,6.524631630003569,8.540775904999464,8.82490407700243,9.343429718996049,10.344616101006977,2
