,evLevel,evInd,runSize,isi,iti,riskyGain,riskyLoss,alternative
0.0,5.0,1.0,5.0,0.5,1.0,3.46,0.0,7.73
1.0,5.0,1.0,5.0,0.5,2.0,0.0,0.0,9.65
2.0,5.0,1.0,5.0,0.5,1.0,5.14,0.0,6.57
3.0,5.0,1.0,5.0,0.5,1.0,5.14,0.0,6.57
4.0,5.0,1.0,5.0,0.5,1.0,10.02,0.0,5.71
5.0,15.0,2.0,5.0,0.5,1.5,34.4,0.0,13.68
6.0,15.0,2.0,5.0,0.5,1.0,28.65,0.0,16.44
7.0,15.0,2.0,5.0,0.5,1.5,32.87,0.0,14.32
8.0,15.0,2.0,5.0,0.5,2.0,34.1,0.0,13.25
9.0,15.0,2.0,5.0,0.5,2.0,35.06,0.0,11.53
10.0,5.0,1.0,16.0,0.5,1.5,6.75,0.0,5.77
11.0,5.0,1.0,16.0,0.5,1.5,19.28,0.0,0.64
12.0,5.0,1.0,16.0,0.5,2.0,10.75,0.0,4.11
13.0,5.0,1.0,16.0,0.5,2.0,8.85,0.0,5.97
14.0,5.0,1.0,16.0,0.5,1.0,12.17,0.0,3.97
15.0,5.0,1.0,16.0,0.5,2.0,5.8,0.0,6.14
16.0,5.0,1.0,16.0,0.5,1.0,8.85,0.0,5.97
17.0,5.0,1.0,16.0,0.5,1.0,10.02,0.0,5.71
18.0,5.0,1.0,16.0,0.5,1.0,15.8,0.0,2.9
19.0,5.0,1.0,16.0,0.5,1.0,19.28,0.0,0.64
20.0,5.0,1.0,16.0,0.5,1.0,5.74,0.0,7.87
21.0,5.0,1.0,16.0,0.5,1.5,10.75,0.0,4.11
22.0,5.0,1.0,16.0,0.5,2.0,10.38,0.0,5.05
23.0,5.0,1.0,16.0,0.5,1.0,6.75,0.0,5.77
24.0,5.0,1.0,16.0,0.5,1.0,10.81,0.0,4.42
25.0,5.0,1.0,16.0,0.5,1.0,10.02,0.0,5.71
26.0,25.0,3.0,5.0,0.5,1.0,52.94,0.0,23.51
27.0,25.0,3.0,5.0,0.5,1.5,46.78,0.0,27.19
28.0,25.0,3.0,5.0,0.5,1.0,51.85,0.0,23.53
29.0,25.0,3.0,5.0,0.5,2.0,47.77,0.0,25.15
30.0,25.0,3.0,5.0,0.5,1.5,46.78,0.0,27.19
31.0,15.0,2.0,16.0,0.5,1.0,33.68,0.0,13.6
32.0,15.0,2.0,16.0,0.5,1.0,28.29,0.0,15.97
33.0,15.0,2.0,16.0,0.5,1.0,30.0,0.0,15.42
34.0,15.0,2.0,16.0,0.5,1.0,28.09,0.0,16.44
35.0,15.0,2.0,16.0,0.5,1.5,32.87,0.0,14.32
36.0,15.0,2.0,16.0,0.5,1.5,22.08,0.0,19.04
37.0,15.0,2.0,16.0,0.5,2.0,30.97,0.0,14.22
38.0,15.0,2.0,16.0,0.5,1.0,34.4,0.0,13.68
39.0,15.0,2.0,16.0,0.5,1.0,29.1,0.0,15.25
40.0,15.0,2.0,16.0,0.5,1.0,34.1,0.0,13.25
41.0,15.0,2.0,16.0,0.5,1.0,34.1,0.0,13.25
42.0,15.0,2.0,16.0,0.5,1.0,24.5,0.0,17.25
43.0,15.0,2.0,16.0,0.5,1.0,35.06,0.0,11.53
44.0,15.0,2.0,16.0,0.5,1.5,26.98,0.0,16.73
45.0,15.0,2.0,16.0,0.5,2.0,34.4,0.0,13.68
46.0,15.0,2.0,16.0,0.5,1.0,29.96,0.0,15.12
47.0,25.0,3.0,16.0,0.5,1.0,46.81,0.0,25.8
48.0,25.0,3.0,16.0,0.5,1.0,45.78,0.0,27.89
49.0,25.0,3.0,16.0,0.5,2.0,47.85,0.0,26.04
50.0,25.0,3.0,16.0,0.5,1.0,49.41,0.0,26.25
51.0,25.0,3.0,16.0,0.5,2.0,46.22,0.0,26.07
52.0,25.0,3.0,16.0,0.5,1.5,55.76,0.0,22.88
53.0,25.0,3.0,16.0,0.5,1.0,54.58,0.0,23.29
54.0,25.0,3.0,16.0,0.5,1.5,52.11,0.0,23.94
55.0,25.0,3.0,16.0,0.5,2.0,47.77,0.0,25.15
56.0,25.0,3.0,16.0,0.5,1.5,49.36,0.0,25.1
57.0,25.0,3.0,16.0,0.5,1.0,50.91,0.0,24.47
58.0,25.0,3.0,16.0,0.5,1.0,41.04,0.0,28.52
59.0,25.0,3.0,16.0,0.5,1.0,50.89,0.0,24.18
60.0,25.0,3.0,16.0,0.5,2.0,46.36,0.0,26.7
61.0,25.0,3.0,16.0,0.5,1.5,55.76,0.0,0.0
62.0,25.0,3.0,16.0,0.5,1.0,53.31,0.0,23.98
63.0,5.0,1.0,5.0,0.5,1.0,11.91,0.0,3.28
64.0,5.0,1.0,5.0,0.5,1.0,7.01,0.0,6.18
65.0,5.0,1.0,5.0,0.5,1.0,5.8,0.0,6.14
66.0,5.0,1.0,5.0,0.5,1.5,11.11,0.0,3.73
67.0,5.0,1.0,5.0,0.5,1.5,5.8,0.0,6.14
68.0,15.0,2.0,5.0,0.5,2.0,32.11,0.0,13.38
69.0,15.0,2.0,5.0,0.5,1.5,27.16,0.0,17.1
70.0,15.0,2.0,5.0,0.5,1.5,28.01,0.0,16.68
71.0,15.0,2.0,5.0,0.5,1.0,27.16,0.0,17.1
72.0,15.0,2.0,5.0,0.5,1.0,32.87,0.0,14.32
73.0,5.0,1.0,16.0,0.5,1.0,5.46,0.0,6.53
74.0,5.0,1.0,16.0,0.5,1.0,9.24,0.0,4.76
75.0,5.0,1.0,16.0,0.5,2.0,5.14,0.0,6.57
76.0,5.0,1.0,16.0,0.5,2.0,13.84,0.0,3.96
77.0,5.0,1.0,16.0,0.5,1.5,9.24,0.0,4.76
