,riskyGain,riskyLoss,safe,RT,loc,response,choice,outcome,iti,stimDispStart,choiceTimeStart,isiStart,outcomeDispStart,itiStart,trial
1,53.17,0,27.89,0.22226486200815998,1,['v'],1,0,1,0.033638997992966324,2.04979129799176,2.2838124690024415,2.7998936749936547,3.8010551199986367,1
2,6.45,0,5.1,0.2361917639937019,1,['n'],0,5.1,1.5,6.531596038999851,8.5478939399909,8.798627080002916,9.314060880991747,10.314213723991998,2
