,evLevel,evInd,runSize,isi,iti,riskyGain,riskyLoss,alternative
0.0,5.0,1.0,16.0,0.5,1.0,11.26,0.0,5.21
1.0,5.0,1.0,16.0,0.5,1.5,11.51,0.0,4.21
2.0,5.0,1.0,16.0,0.5,1.5,16.06,0.0,1.03
3.0,5.0,1.0,16.0,0.5,2.0,9.3,0.0,5.07
4.0,5.0,1.0,16.0,0.5,1.0,6.66,0.0,6.57
5.0,5.0,1.0,16.0,0.5,2.0,11.07,0.0,3.71
6.0,5.0,1.0,16.0,0.5,1.0,13.43,0.0,4.04
7.0,5.0,1.0,16.0,0.5,1.0,6.94,0.0,7.27
8.0,5.0,1.0,16.0,0.5,1.5,11.07,0.0,3.71
9.0,5.0,1.0,16.0,0.5,1.0,2.42,0.0,9.21
10.0,5.0,1.0,16.0,0.5,1.0,11.26,0.0,5.21
11.0,5.0,1.0,16.0,0.5,1.5,13.9,0.0,3.99
12.0,5.0,1.0,16.0,0.5,2.0,13.09,0.0,4.15
13.0,5.0,1.0,16.0,0.5,1.5,13.43,0.0,4.04
14.0,5.0,1.0,16.0,0.5,1.0,11.07,0.0,3.71
15.0,5.0,1.0,16.0,0.5,1.5,6.75,0.0,6.05
16.0,15.0,2.0,5.0,0.5,1.0,29.57,0.0,15.77
17.0,15.0,2.0,5.0,0.5,2.0,30.56,0.0,15.14
18.0,15.0,2.0,5.0,0.5,1.0,27.53,0.0,15.31
19.0,15.0,2.0,5.0,0.5,1.0,32.81,0.0,14.01
20.0,15.0,2.0,5.0,0.5,2.0,32.73,0.0,13.69
21.0,5.0,1.0,5.0,0.5,1.0,11.49,0.0,3.63
22.0,5.0,1.0,5.0,0.5,1.5,11.49,0.0,3.63
23.0,5.0,1.0,5.0,0.5,1.0,2.58,0.0,8.29
24.0,5.0,1.0,5.0,0.5,1.5,7.63,0.0,6.21
25.0,5.0,1.0,5.0,0.5,2.0,9.8,0.0,4.2
26.0,25.0,3.0,16.0,0.5,1.5,57.08,0.0,21.54
27.0,25.0,3.0,16.0,0.5,1.5,47.13,0.0,26.24
28.0,25.0,3.0,16.0,0.5,1.0,57.08,0.0,21.54
29.0,25.0,3.0,16.0,0.5,1.0,49.48,0.0,25.16
30.0,25.0,3.0,16.0,0.5,1.0,40.38,0.0,30.19
31.0,25.0,3.0,16.0,0.5,1.5,49.06,0.0,24.67
32.0,25.0,3.0,16.0,0.5,1.0,47.13,0.0,26.24
33.0,25.0,3.0,16.0,0.5,1.5,41.04,0.0,28.52
34.0,25.0,3.0,16.0,0.5,2.0,50.43,0.0,24.23
35.0,25.0,3.0,16.0,0.5,2.0,51.23,0.0,23.79
36.0,25.0,3.0,16.0,0.5,2.0,46.58,0.0,26.53
37.0,25.0,3.0,16.0,0.5,1.0,50.79,0.0,23.85
38.0,25.0,3.0,16.0,0.5,1.0,57.08,0.0,21.54
39.0,25.0,3.0,16.0,0.5,1.5,60.64,0.0,0.0
40.0,25.0,3.0,16.0,0.5,1.5,47.16,0.0,27.38
41.0,25.0,3.0,16.0,0.5,1.0,43.74,0.0,27.87
42.0,15.0,2.0,16.0,0.5,2.0,31.79,0.0,14.07
43.0,15.0,2.0,16.0,0.5,1.0,29.34,0.0,14.81
44.0,15.0,2.0,16.0,0.5,1.0,26.58,0.0,17.09
45.0,15.0,2.0,16.0,0.5,1.0,27.53,0.0,15.31
46.0,15.0,2.0,16.0,0.5,2.0,26.18,0.0,16.33
47.0,15.0,2.0,16.0,0.5,1.5,29.34,0.0,14.81
48.0,15.0,2.0,16.0,0.5,1.5,28.53,0.0,16.09
49.0,15.0,2.0,16.0,0.5,2.0,40.0,0.0,0.0
50.0,15.0,2.0,16.0,0.5,1.0,22.98,0.0,19.49
51.0,15.0,2.0,16.0,0.5,1.5,26.58,0.0,17.09
52.0,15.0,2.0,16.0,0.5,1.5,26.99,0.0,15.89
53.0,15.0,2.0,16.0,0.5,1.0,28.53,0.0,16.09
54.0,15.0,2.0,16.0,0.5,1.0,26.99,0.0,15.89
55.0,15.0,2.0,16.0,0.5,1.5,26.99,0.0,15.89
56.0,15.0,2.0,16.0,0.5,1.0,25.74,0.0,16.87
57.0,15.0,2.0,16.0,0.5,1.0,36.24,0.0,12.12
58.0,25.0,3.0,5.0,0.5,1.0,41.42,0.0,29.71
59.0,25.0,3.0,5.0,0.5,1.0,57.08,0.0,21.54
60.0,25.0,3.0,5.0,0.5,1.0,48.95,0.0,25.74
61.0,25.0,3.0,5.0,0.5,1.5,51.87,0.0,23.82
62.0,25.0,3.0,5.0,0.5,2.0,48.95,0.0,25.74
63.0,5.0,1.0,16.0,0.5,2.0,8.47,0.0,5.5
64.0,5.0,1.0,16.0,0.5,1.0,9.3,0.0,5.07
65.0,5.0,1.0,16.0,0.5,1.0,12.07,0.0,4.77
66.0,5.0,1.0,16.0,0.5,1.5,11.95,0.0,4.99
67.0,5.0,1.0,16.0,0.5,1.0,8.15,0.0,5.06
68.0,5.0,1.0,16.0,0.5,2.0,11.49,0.0,3.63
69.0,5.0,1.0,16.0,0.5,1.0,2.42,0.0,9.21
70.0,5.0,1.0,16.0,0.5,1.5,12.86,0.0,2.63
71.0,5.0,1.0,16.0,0.5,1.5,0.68,0.0,9.34
72.0,5.0,1.0,16.0,0.5,1.0,8.99,0.0,6.32
73.0,5.0,1.0,16.0,0.5,1.5,14.42,0.0,2.21
74.0,5.0,1.0,16.0,0.5,2.0,11.49,0.0,3.63
75.0,5.0,1.0,16.0,0.5,1.0,9.72,0.0,5.56
76.0,5.0,1.0,16.0,0.5,1.0,12.86,0.0,2.63
77.0,5.0,1.0,16.0,0.5,1.5,10.06,0.0,4.89
78.0,5.0,1.0,16.0,0.5,1.5,0.64,0.0,10.32
79.0,15.0,2.0,5.0,0.5,2.0,22.98,0.0,19.49
80.0,15.0,2.0,5.0,0.5,1.0,28.52,0.0,14.96
81.0,15.0,2.0,5.0,0.5,1.0,29.57,0.0,15.77
82.0,15.0,2.0,5.0,0.5,2.0,29.46,0.0,15.15
83.0,15.0,2.0,5.0,0.5,1.0,32.81,0.0,14.01
84.0,5.0,1.0,5.0,0.5,2.0,6.28,0.0,6.66
85.0,5.0,1.0,5.0,0.5,1.5,11.49,0.0,3.63
86.0,5.0,1.0,5.0,0.5,2.0,17.38,0.0,0.69
87.0,5.0,1.0,5.0,0.5,1.0,20.62,0.0,0.31
88.0,5.0,1.0,5.0,0.5,1.5,8.99,0.0,6.32
89.0,25.0,3.0,16.0,0.5,1.0,40.38,0.0,30.19
90.0,25.0,3.0,16.0,0.5,1.0,48.92,0.0,25.16
91.0,25.0,3.0,16.0,0.5,1.5,47.77,0.0,25.71
92.0,25.0,3.0,16.0,0.5,2.0,50.54,0.0,25.13
93.0,25.0,3.0,16.0,0.5,1.0,60.64,0.0,20.32
94.0,25.0,3.0,16.0,0.5,1.5,48.92,0.0,25.16
95.0,25.0,3.0,16.0,0.5,2.0,43.74,0.0,27.87
96.0,25.0,3.0,16.0,0.5,2.0,51.23,0.0,23.79
97.0,25.0,3.0,16.0,0.5,1.0,47.77,0.0,25.71
98.0,25.0,3.0,16.0,0.5,2.0,58.24,0.0,21.12
99.0,25.0,3.0,16.0,0.5,1.5,52.98,0.0,23.25
100.0,25.0,3.0,16.0,0.5,1.0,41.04,0.0,28.52
101.0,25.0,3.0,16.0,0.5,2.0,52.52,0.0,23.3
102.0,25.0,3.0,16.0,0.5,1.5,43.74,0.0,27.87
103.0,25.0,3.0,16.0,0.5,1.0,49.06,0.0,24.67
104.0,25.0,3.0,16.0,0.5,1.0,52.98,0.0,23.25
105.0,15.0,2.0,16.0,0.5,1.0,31.21,0.0,14.34
106.0,15.0,2.0,16.0,0.5,1.0,26.18,0.0,16.33
107.0,15.0,2.0,16.0,0.5,1.0,26.18,0.0,16.33
108.0,15.0,2.0,16.0,0.5,2.0,26.18,0.0,16.33
109.0,15.0,2.0,16.0,0.5,1.5,29.25,0.0,15.89
110.0,15.0,2.0,16.0,0.5,1.0,20.04,0.0,19.02
111.0,15.0,2.0,16.0,0.5,1.5,27.64,0.0,16.78
112.0,15.0,2.0,16.0,0.5,1.0,26.95,0.0,15.59
113.0,15.0,2.0,16.0,0.5,1.0,26.58,0.0,17.09
114.0,15.0,2.0,16.0,0.5,1.5,32.73,0.0,13.69
115.0,15.0,2.0,16.0,0.5,2.0,32.29,0.0,14.6
116.0,15.0,2.0,16.0,0.5,1.5,23.18,0.0,18.59
117.0,15.0,2.0,16.0,0.5,1.0,32.81,0.0,14.01
118.0,15.0,2.0,16.0,0.5,1.0,23.9,0.0,17.95
119.0,15.0,2.0,16.0,0.5,1.5,39.5,0.0,10.75
120.0,15.0,2.0,16.0,0.5,1.0,33.7,0.0,12.85
121.0,25.0,3.0,5.0,0.5,1.0,52.98,0.0,23.25
122.0,25.0,3.0,5.0,0.5,2.0,46.02,0.0,27.01
123.0,25.0,3.0,5.0,0.5,1.0,52.86,0.0,22.91
124.0,25.0,3.0,5.0,0.5,1.5,51.23,0.0,23.79
125.0,25.0,3.0,5.0,0.5,1.0,45.18,0.0,27.59
126.0,5.0,1.0,5.0,0.5,1.5,8.99,0.0,6.32
127.0,5.0,1.0,5.0,0.5,2.0,5.24,0.0,7.62
128.0,5.0,1.0,5.0,0.5,1.0,20.62,0.0,0.31
129.0,5.0,1.0,5.0,0.5,1.5,9.8,0.0,4.2
130.0,5.0,1.0,5.0,0.5,2.0,12.76,0.0,3.14
