,evLevel,evInd,runSize,isi,iti,riskyGain,riskyLoss,alternative
0.0,15.0,2.0,5.0,0.5,2.0,33.78,0.0,13.37
1.0,15.0,2.0,5.0,0.5,2.0,38.52,0.0,11.26
2.0,15.0,2.0,5.0,0.5,1.0,34.08,0.0,12.04
3.0,15.0,2.0,5.0,0.5,2.0,24.14,0.0,18.07
4.0,15.0,2.0,5.0,0.5,1.0,20.26,0.0,19.13
5.0,5.0,1.0,5.0,0.5,1.5,0.22,0.0,10.11
6.0,5.0,1.0,5.0,0.5,1.0,0.64,0.0,9.32
7.0,5.0,1.0,5.0,0.5,1.5,11.39,0.0,3.58
8.0,5.0,1.0,5.0,0.5,1.0,10.14,0.0,4.37
9.0,5.0,1.0,5.0,0.5,1.0,7.08,0.0,6.78
10.0,15.0,2.0,16.0,0.5,1.5,28.61,0.0,16.13
11.0,15.0,2.0,16.0,0.5,1.5,28.72,0.0,15.06
12.0,15.0,2.0,16.0,0.5,1.5,27.93,0.0,15.51
13.0,15.0,2.0,16.0,0.5,1.0,23.0,0.0,19.5
14.0,15.0,2.0,16.0,0.5,1.0,27.93,0.0,15.51
15.0,15.0,2.0,16.0,0.5,1.5,28.61,0.0,16.13
16.0,15.0,2.0,16.0,0.5,1.0,31.18,0.0,15.17
17.0,15.0,2.0,16.0,0.5,2.0,20.26,0.0,19.13
18.0,15.0,2.0,16.0,0.5,1.0,28.72,0.0,15.06
19.0,15.0,2.0,16.0,0.5,1.5,31.97,0.0,14.16
20.0,15.0,2.0,16.0,0.5,1.5,31.97,0.0,14.16
21.0,15.0,2.0,16.0,0.5,2.0,29.96,0.0,14.84
22.0,15.0,2.0,16.0,0.5,1.5,27.5,0.0,16.71
23.0,15.0,2.0,16.0,0.5,1.5,24.14,0.0,18.07
24.0,15.0,2.0,16.0,0.5,1.0,26.24,0.0,16.64
25.0,15.0,2.0,16.0,0.5,1.5,28.61,0.0,16.13
26.0,25.0,3.0,5.0,0.5,1.0,51.05,0.0,24.54
27.0,25.0,3.0,5.0,0.5,1.5,42.48,0.0,28.24
28.0,25.0,3.0,5.0,0.5,1.0,46.67,0.0,26.01
29.0,25.0,3.0,5.0,0.5,1.5,44.76,0.0,28.38
