,evLevel,evInd,runSize,isi,iti,riskyGain,riskyLoss,alternative
0.0,5.0,1.0,5.0,0.5,1.0,19.6,0.0,0.0
1.0,5.0,1.0,5.0,0.5,2.0,10.84,0.0,5.28
2.0,5.0,1.0,5.0,0.5,1.5,12.43,0.0,3.54
3.0,5.0,1.0,5.0,0.5,2.0,8.29,0.0,6.54
4.0,5.0,1.0,5.0,0.5,1.0,14.26,0.0,3.33
5.0,25.0,3.0,5.0,0.5,1.5,51.24,0.0,25.2
6.0,25.0,3.0,5.0,0.5,1.0,49.54,0.0,25.19
7.0,25.0,3.0,5.0,0.5,1.5,52.95,0.0,24.36
8.0,25.0,3.0,5.0,0.5,1.0,49.86,0.0,25.63
9.0,25.0,3.0,5.0,0.5,1.0,55.92,0.0,22.96
10.0,15.0,2.0,16.0,0.5,2.0,39.58,0.0,9.79
11.0,15.0,2.0,16.0,0.5,1.5,34.56,0.0,13.28
12.0,15.0,2.0,16.0,0.5,2.0,27.75,0.0,15.7
13.0,15.0,2.0,16.0,0.5,1.0,34.04,0.0,13.22
14.0,15.0,2.0,16.0,0.5,1.0,37.24,0.0,10.62
15.0,15.0,2.0,16.0,0.5,1.0,32.43,0.0,13.54
16.0,15.0,2.0,16.0,0.5,2.0,24.1,0.0,18.05
17.0,15.0,2.0,16.0,0.5,2.0,34.36,0.0,13.66
18.0,15.0,2.0,16.0,0.5,1.0,30.06,0.0,14.33
19.0,15.0,2.0,16.0,0.5,1.5,35.36,0.0,0.0
20.0,15.0,2.0,16.0,0.5,2.0,24.1,0.0,18.05
21.0,15.0,2.0,16.0,0.5,1.0,28.94,0.0,14.61
22.0,15.0,2.0,16.0,0.5,1.5,24.1,0.0,18.05
23.0,15.0,2.0,16.0,0.5,1.0,27.48,0.0,17.26
24.0,15.0,2.0,16.0,0.5,1.0,25.38,0.0,17.69
25.0,15.0,2.0,16.0,0.5,1.0,33.28,0.0,13.68
26.0,5.0,1.0,16.0,0.5,1.5,10.05,0.0,4.04
27.0,5.0,1.0,16.0,0.5,1.5,19.78,0.0,0.89
28.0,5.0,1.0,16.0,0.5,1.0,8.27,0.0,6.81
29.0,5.0,1.0,16.0,0.5,1.5,15.12,0.0,2.56
30.0,5.0,1.0,16.0,0.5,1.0,15.5,0.0,1.75
31.0,5.0,1.0,16.0,0.5,1.0,8.29,0.0,6.54
32.0,5.0,1.0,16.0,0.5,1.0,19.78,0.0,0.89
33.0,5.0,1.0,16.0,0.5,1.5,10.2,0.0,5.52
34.0,5.0,1.0,16.0,0.5,2.0,11.85,0.0,4.66
35.0,5.0,1.0,16.0,0.5,1.5,9.03,0.0,5.5
36.0,5.0,1.0,16.0,0.5,1.5,14.0,0.0,3.48
37.0,5.0,1.0,16.0,0.5,2.0,10.05,0.0,4.04
38.0,5.0,1.0,16.0,0.5,1.5,13.17,0.0,4.19
39.0,5.0,1.0,16.0,0.5,1.5,12.69,0.0,4.23
40.0,5.0,1.0,16.0,0.5,1.5,13.84,0.0,3.68
41.0,5.0,1.0,16.0,0.5,1.0,19.78,0.0,0.89
42.0,15.0,2.0,5.0,0.5,1.0,30.28,0.0,14.72
43.0,15.0,2.0,5.0,0.5,1.0,28.94,0.0,14.61
44.0,15.0,2.0,5.0,0.5,2.0,35.66,0.0,12.83
45.0,15.0,2.0,5.0,0.5,1.5,33.14,0.0,13.33
46.0,15.0,2.0,5.0,0.5,1.0,27.65,0.0,15.94
47.0,25.0,3.0,16.0,0.5,1.5,50.99,0.0,23.67
48.0,25.0,3.0,16.0,0.5,1.0,46.08,0.0,26.84
49.0,25.0,3.0,16.0,0.5,1.0,47.4,0.0,26.94
50.0,25.0,3.0,16.0,0.5,1.5,49.86,0.0,25.63
51.0,25.0,3.0,16.0,0.5,1.5,56.5,0.0,0.0
52.0,25.0,3.0,16.0,0.5,2.0,53.15,0.0,23.9
53.0,25.0,3.0,16.0,0.5,1.5,51.24,0.0,25.2
54.0,25.0,3.0,16.0,0.5,1.5,52.82,0.0,22.89
55.0,25.0,3.0,16.0,0.5,1.0,51.24,0.0,25.2
56.0,25.0,3.0,16.0,0.5,1.0,50.32,0.0,24.46
57.0,25.0,3.0,16.0,0.5,2.0,52.82,0.0,22.89
58.0,25.0,3.0,16.0,0.5,1.5,51.39,0.0,23.3
59.0,25.0,3.0,16.0,0.5,1.5,51.24,0.0,25.2
60.0,25.0,3.0,16.0,0.5,1.0,52.95,0.0,24.36
61.0,25.0,3.0,16.0,0.5,1.0,56.5,0.0,22.25
62.0,25.0,3.0,16.0,0.5,1.5,53.46,0.0,23.77
63.0,5.0,1.0,5.0,0.5,1.5,16.46,0.0,1.23
64.0,5.0,1.0,5.0,0.5,1.5,10.84,0.0,5.28
65.0,5.0,1.0,5.0,0.5,1.5,6.04,0.0,6.82
66.0,5.0,1.0,5.0,0.5,1.0,11.01,0.0,3.96
67.0,5.0,1.0,5.0,0.5,1.0,12.64,0.0,3.36
68.0,25.0,3.0,5.0,0.5,2.0,49.39,0.0,26.24
69.0,25.0,3.0,5.0,0.5,1.5,51.31,0.0,24.67
70.0,25.0,3.0,5.0,0.5,1.0,46.96,0.0,27.48
71.0,25.0,3.0,5.0,0.5,1.0,39.88,0.0,29.94
72.0,25.0,3.0,5.0,0.5,2.0,47.78,0.0,26.85
73.0,15.0,2.0,16.0,0.5,1.5,27.26,0.0,16.59
74.0,15.0,2.0,16.0,0.5,1.0,28.03,0.0,16.41
75.0,15.0,2.0,16.0,0.5,1.5,28.03,0.0,16.41
76.0,15.0,2.0,16.0,0.5,1.0,21.74,0.0,18.87
77.0,15.0,2.0,16.0,0.5,1.0,27.65,0.0,15.94
78.0,15.0,2.0,16.0,0.5,1.0,29.25,0.0,15.61
79.0,15.0,2.0,16.0,0.5,2.0,28.31,0.0,16.83
80.0,15.0,2.0,16.0,0.5,1.0,29.3,0.0,15.35
81.0,15.0,2.0,16.0,0.5,1.0,29.25,0.0,15.61
82.0,15.0,2.0,16.0,0.5,1.5,19.54,0.0,19.77
83.0,15.0,2.0,16.0,0.5,1.0,32.07,0.0,14.21
84.0,15.0,2.0,16.0,0.5,1.0,30.06,0.0,14.33
85.0,15.0,2.0,16.0,0.5,2.0,27.89,0.0,15.49
86.0,15.0,2.0,16.0,0.5,1.0,29.3,0.0,15.35
87.0,15.0,2.0,16.0,0.5,1.0,39.58,0.0,9.79
88.0,15.0,2.0,16.0,0.5,1.5,32.07,0.0,14.21
89.0,5.0,1.0,16.0,0.5,1.0,7.12,0.0,7.08
90.0,5.0,1.0,16.0,0.5,1.5,5.48,0.0,6.74
91.0,5.0,1.0,16.0,0.5,1.0,14.0,0.0,3.48
92.0,5.0,1.0,16.0,0.5,1.0,10.05,0.0,4.04
93.0,5.0,1.0,16.0,0.5,1.0,15.5,0.0,1.75
94.0,5.0,1.0,16.0,0.5,2.0,6.04,0.0,6.82
95.0,5.0,1.0,16.0,0.5,2.0,5.48,0.0,6.74
96.0,5.0,1.0,16.0,0.5,1.5,18.8,0.0,1.4
97.0,5.0,1.0,16.0,0.5,1.5,16.46,0.0,1.23
98.0,5.0,1.0,16.0,0.5,1.0,4.94,0.0,7.47
99.0,5.0,1.0,16.0,0.5,1.5,0.6,0.0,9.3
100.0,5.0,1.0,16.0,0.5,1.0,19.78,0.0,0.89
101.0,5.0,1.0,16.0,0.5,2.0,10.2,0.0,5.52
102.0,5.0,1.0,16.0,0.5,2.0,2.52,0.0,8.26
103.0,5.0,1.0,16.0,0.5,1.0,10.2,0.0,5.52
104.0,5.0,1.0,16.0,0.5,2.0,4.94,0.0,7.47
105.0,15.0,2.0,5.0,0.5,1.0,27.89,0.0,15.49
106.0,15.0,2.0,5.0,0.5,1.0,29.38,0.0,14.55
107.0,15.0,2.0,5.0,0.5,1.5,28.03,0.0,16.41
108.0,15.0,2.0,5.0,0.5,1.0,28.31,0.0,16.83
